id,class,orbital_period,transit_duration,transit_depth,planet_radius,equilibrium_temperature,insolation_flux,stellar_effective_temperature,stellar_surface_gravity,stellar_radius,ra,dec
15724,CANDIDATE,6.2663565,1.359,5720.0,12.2751,749.0,52.4199,6316.0,4.36,1.22,85.392323,79.503765
15725,CANDIDATE,1.1669652,0.562,28171.0,12.7459,601.0,21.7929,3452.0,4.76,0.48,256.321784,64.930099
15726,CANDIDATE,1.3940614,0.925,9143.0,20.0134,1373.0,591.468,5402.0,4.43,0.98,122.978937,38.346134
15727,CANDIDATE,15.8034785,1.648,7000.0,14.6849,527.0,12.8934,6039.2,4.14,1.49,113.185675,33.556826
15728,FALSE POSITIVE,2.819817,6.611278,183631.033642,22.75573,605.8873038,31.848458,3601.0,4.81887,0.441,124.250133,-47.651954
15729,CANDIDATE,5.2434358,2.19,8157.0,15.7628,997.0,164.202,6174.0,4.24,1.37,108.713692,51.045549
15730,CANDIDATE,5.01345,3.437,7627.0,9.1986,1138.0,278.509,5505.9,4.36,1.07,97.09113,35.741333
15731,CANDIDATE,6.9603975,3.734,6218.0,11.906,1161.0,302.518,5837.0,4.2,1.36,105.523795,65.286684
15732,CANDIDATE,9.5315703,2.695,1095.0,2.62547,696.0,39.0679,5022.0,4.59,0.77,141.243692,68.788313
15733,CANDIDATE,13.026976,5.16,10320.0,16.5308,903.0,110.559,5817.2,4.13,1.46,99.132997,40.369807
15734,CANDIDATE,2.8140328,4.309,5247.0,12.904,2356.0,5118.7,7487.8,3.98,2.22,103.802923,45.324206
15735,FALSE POSITIVE,8.2100724,1.37,4190.0,15.5396,893.0,105.793,6427.0,3.97,1.96,122.519401,63.826237
15736,CANDIDATE,1.6707289,0.707,2758.0,17.2506,1149.0,289.366,5041.0,4.43,0.93,280.06484,58.987508
15737,FALSE POSITIVE,3.0043128,0.714,6000.0,12.1874,781.0,61.8402,6405.0,4.41,1.17,96.518294,39.794575
15738,CANDIDATE,12.6427441,7.917,7747.0,10.8159,1128.0,269.47,5605.0,3.94,1.76,110.774836,65.472407
15739,CONFIRMED,5.0037758,3.439,7390.0,19.7788,1622.0,1150.12,6442.0,3.91,2.09,99.734594,-36.64613
15740,CANDIDATE,5.0358501,6.391,3956.0,15.0966,2127.0,3403.81,7455.0,3.85,2.57,123.192189,-4.247711
15742,CANDIDATE,3.4053234,1.794,4804.0,12.264,1431.0,696.43,6111.0,4.26,1.32,127.162836,2.71044
15743,CANDIDATE,742.682809,5.052,11798.0,9.50064,119.0,0.0343651,5931.0,4.49,0.98,115.527073,-13.460841
15744,CANDIDATE,3.7442969,1.378,6943.0,8.95062,771.0,58.7809,5114.0,4.45,0.92,117.137486,-22.469651
15745,CANDIDATE,6.7392054,0.839,5180.0,8.73795,405.0,4.48575,4557.0,4.52,0.77,119.257496,-20.463623
15746,CANDIDATE,2.2314165,1.255,17612.0,11.7385,895.0,106.977,4956.1,4.59,0.75,127.890276,-0.535341
15747,CANDIDATE,8.9913818,6.905,3320.0,10.912,1295.0,467.293,5863.0,3.92,1.88,107.848439,-33.070587
15748,CANDIDATE,8.0924283,2.047,21701.0,11.0971,469.0,8.0575,3821.0,4.58,0.69,120.576416,2.504711
15749,CANDIDATE,1.5304279,2.951,9499.0,19.1928,2220.0,4037.72,6476.0,4.09,1.72,106.450137,-35.256137
15750,CANDIDATE,1.8930707,1.339,630.0,3.11788,1333.0,524.289,5646.0,4.4,1.04,101.0717,-23.819187
15751,CANDIDATE,5.1491091,4.667,8719.0,12.8079,1606.0,1104.38,6648.0,4.25,1.46,119.337294,-18.758919
15752,CANDIDATE,8.2165446,3.438,5304.0,7.33005,1010.0,172.843,6114.0,4.43,1.09,110.275132,-26.799545
15753,CANDIDATE,3.9802888,1.382,4073.0,11.6985,895.0,106.678,5991.0,4.12,1.52,121.488687,-18.383274
15754,CANDIDATE,10.8310228,1.516,7728.0,11.3849,518.0,12.0417,5524.8,4.44,0.98,122.54919,-6.802751
15755,CANDIDATE,17.7607727,4.474,1391.0,4.52589,808.0,71.0596,6180.8,4.28,1.31,127.289101,-2.11667
15756,CANDIDATE,20.8380576,3.561,10875.0,10.4977,689.0,37.6029,6165.0,4.48,1.03,104.75678,-36.361061
15758,CANDIDATE,3.3458255,3.821,6065.0,14.8231,1611.0,1120.52,6089.0,4.01,1.75,115.848264,-8.523214
15759,CANDIDATE,4.6478092,3.454,9297.0,11.76,1171.0,312.405,5510.0,4.28,1.19,118.004125,-11.412431
15760,CANDIDATE,4.160454,2.572,10349.0,10.705,1173.0,315.01,5963.0,4.34,1.16,126.602788,-23.890808
15761,CANDIDATE,2.2786049,1.924,1050.0,12.6809,2849.0,10942.1,8550.0,3.93,2.63,104.055775,-20.052499
15762,CANDIDATE,6.9615164,2.403,6492.0,10.6573,895.0,106.619,5994.0,4.2,1.37,125.544304,-19.124285
15763,CANDIDATE,3.750778,3.127,13942.0,17.4249,1527.0,903.749,6751.0,4.22,1.54,111.153147,-25.071762
15764,CANDIDATE,3.7521603,2.1,5473.0,9.01204,1121.0,262.822,5917.0,4.32,1.19,116.266841,-22.178797
15765,CANDIDATE,1.364829,1.25,4664.0,15.8394,1549.0,957.887,6392.0,4.01,1.85,117.257761,-19.23198
15766,CANDIDATE,2.0396825,2.473,4429.0,7.50494,1863.0,2000.39,6559.0,4.4,1.22,108.199941,-32.520061
15767,CANDIDATE,12.1422411,3.453,4584.0,11.7961,903.0,110.449,6716.0,4.07,1.83,111.502316,-25.491586
15768,CANDIDATE,3.8801586,3.656,8142.0,12.7189,1560.0,983.22,6371.0,4.23,1.43,118.60995,-19.656981
15769,CANDIDATE,18.372561,4.807,4311.0,8.40725,764.0,56.6794,5822.0,4.09,1.53,109.442564,-40.886052
15770,CANDIDATE,1.6763835,1.509,13272.0,17.7371,1463.0,760.788,6087.0,4.13,1.52,93.990574,-52.480213
15771,CANDIDATE,2.4257176,2.581,1855.0,8.37058,1783.0,1677.9,6658.0,4.05,1.85,113.673153,-19.367018
15772,FALSE POSITIVE,9.653456,4.00937,43088.5649,7.281973,339.1460758,3.1265702,3359.0,4.93457,0.315,120.69393,-23.696727
15773,CANDIDATE,3.6024986,2.055,20792.0,9.87637,732.0,47.7872,3967.0,4.59,0.67,112.169668,-14.991169
15774,CANDIDATE,3.5423487,1.35,3496.0,8.42588,977.0,151.261,6195.0,4.39,1.15,118.138621,-12.108254
15775,CANDIDATE,3.356169,1.434,7442.0,11.0376,965.0,144.158,5941.0,4.41,1.08,117.89849,-21.388003
15776,CANDIDATE,9.6355,3.178,4365.0,9.70279,97.0,0.0147618,5589.0,3.99,1.68,118.827577,4.77938
15777,CANDIDATE,2.7775786,1.9,4270.0,4.50048,832.0,79.8073,3982.0,4.6,0.66,117.328732,-11.242347
15778,CANDIDATE,6.1161423,1.424,3588.0,6.70408,754.0,53.9292,5858.0,4.23,1.31,111.563656,-44.595121
15779,CANDIDATE,6.1879019,2.432,9168.0,12.4998,918.0,118.339,5925.5,4.33,1.17,128.387144,1.706901
15780,CANDIDATE,8.31001,7.754,5667.0,18.2639,1603.0,1097.56,6649.0,3.79,2.48,112.07656,-23.270042
15781,CANDIDATE,16.1268294,2.019,974.0,2.9287,455.0,7.15343,4833.0,4.56,0.77,120.784102,-12.39842
15782,CANDIDATE,2.9896663,2.168,13951.0,19.5222,1401.0,640.322,6689.6,4.15,1.67,118.154066,-4.335076
15784,CANDIDATE,3.8190051,1.199,1907.0,10.8225,1039.0,193.673,6379.0,4.13,1.61,121.017966,-17.459226
15785,CANDIDATE,4.5579065,2.621,15309.0,11.1283,915.0,116.63,4977.0,4.54,0.81,122.322337,-16.737405
15786,CONFIRMED,2.8279716,2.237,14846.0,18.5153,1611.0,1118.3,6707.0,4.1,1.48,107.833335,-35.850518
15787,CANDIDATE,9.9872075,2.861,2884.0,10.2877,893.0,105.868,6453.0,4.07,1.75,114.904386,-25.465447
15788,CANDIDATE,12.2925281,5.394,10299.0,14.0235,991.0,160.207,6019.0,4.14,1.49,107.032361,-30.595669
15789,CANDIDATE,26.3926606,1.812,3447.0,8.33825,365.0,2.97563,5543.0,4.44,0.99,136.007911,8.73414
15790,CANDIDATE,4.2240015,1.605,35494.0,11.5236,550.0,15.196,3724.0,4.66,0.59,117.693204,-2.077809
15791,FALSE POSITIVE,0.6646521,1.272,7197.0,9.44803,2159.0,3611.53,6256.0,4.55,0.97,133.25514,-13.050699
15792,CANDIDATE,14.8442674,2.748,7245.0,7.05099,641.0,28.1152,5920.0,4.51,0.96,110.170411,-33.922329
15793,CANDIDATE,2.4404127,1.354,67496.0,12.1385,584.0,19.4163,3356.0,4.78,0.45,125.930455,-5.189496
15794,FALSE POSITIVE,1.8361503,4.12,2470.0,22.5152,3780.0,33906.8,5710.5,3.6,2.43,106.767434,-36.770799
15795,CANDIDATE,3.6092665,2.376,6975.0,6.6756,981.0,153.851,4823.0,4.53,0.79,134.608621,-6.313801
15796,CANDIDATE,5.495078,2.962,5504.0,10.0782,1296.0,469.613,6852.0,4.26,1.5,117.624526,-31.73015
15797,CANDIDATE,5.2477739,3.138,6694.0,8.53362,1095.0,239.402,5647.0,4.36,1.1,114.324959,-11.73732
15798,CANDIDATE,6.8688474,5.418,4404.0,12.8155,1506.0,854.65,6621.0,3.99,1.98,109.27399,-24.136717
15799,CANDIDATE,22.5012924,4.055,3758.0,5.01721,606.0,22.423,5443.0,4.51,0.9,123.912955,-29.971955
15800,CANDIDATE,10.9835772,3.26,2290.0,3.69154,786.0,63.5296,5443.0,4.51,0.9,123.912955,-29.971955
15801,CANDIDATE,0.8970559,1.7688635,2702.7874118,15.8462774,2622.3198236,11175.4143383,5811.0,3.78,1.84758,96.861635,-52.297808
15802,CANDIDATE,2.2685932,2.4612308,8092.8523533,19.7806144,1717.8781799,2058.2136559,6763.0,4.23,1.33734,135.139704,1.390137
15803,CANDIDATE,41.4186335,8.1171335,5598.932235,10.7342874,299.3897282,1.8987535,6080.7,4.19,1.4143,108.561708,33.070363
15804,CANDIDATE,9.7831931,3.5873151,141.843959,2.5360369,1284.3656943,643.0959721,6200.93,3.87276,2.0913501,80.003079,32.785433
15805,CANDIDATE,5.1494363,3.67,737.0,2.76723,1302.0,478.295,5588.0,4.27,1.13,120.405795,-48.821603
15806,FALSE POSITIVE,13.7252522,3.1694157,4945.7679342,20.3352568,1072.2931079,312.4460654,6104.0,3.96,1.86397,57.265805,-72.947299
15807,CANDIDATE,4.4044418,2.581,1649.0,4.13545,1162.0,302.886,5754.0,4.41,1.04,114.921063,-8.918969
15809,CANDIDATE,3.8720204,3.999,7202.0,14.8477,1668.0,1287.54,6976.0,4.1,1.83,123.016335,2.78237
15810,CANDIDATE,9.8738839,8.5309023,4750.3264569,10.7705056,949.2436684,191.8809402,6543.5,4.17,1.5187401,130.256986,-40.584789
15811,CANDIDATE,9.6742544,6.594,2923.0,11.7179,1459.0,753.131,6803.0,3.75,2.66,133.47703,-38.997112
15812,CANDIDATE,0.6593681,0.395,20252.0,13.8937,706.0,41.406,3421.0,4.69,0.55,127.981981,-37.462652
15813,CANDIDATE,1.4571902,0.568,6297.0,8.18389,906.0,112.285,5712.0,4.62,0.82,133.233364,-31.998124
15814,CANDIDATE,11.9964056,5.207,4821.0,10.8162,1052.0,203.513,6311.0,4.1,1.64,153.890617,-14.708566
15815,CANDIDATE,12.1228168,4.577,6029.0,10.5524,1051.0,202.591,6799.0,4.28,1.45,129.997215,-36.181786
15816,CANDIDATE,24.7104662,5.259,3534.0,6.84115,693.0,38.4335,5876.0,4.32,1.18,141.219902,-39.030976
15818,CANDIDATE,13.7333847,1.641,4741.0,9.42304,567.0,17.2584,6415.0,4.26,1.4,146.716359,-35.206501
15819,CANDIDATE,3.0758364,2.567,2346.0,5.09878,1354.0,558.588,5745.0,4.33,1.15,107.190811,-49.821826
15820,CANDIDATE,2.6808268,4.872,6451.0,14.3489,2525.0,6752.98,7349.0,4.06,2.0,128.464035,-43.784395
15821,CANDIDATE,1.0992893,1.044,6570.0,7.47037,1442.0,719.668,5636.0,4.56,0.87,149.970848,-22.922585
15823,CANDIDATE,26.5988575,9.151,8222.0,15.707,1093.0,237.562,6685.0,4.17,1.62,119.451527,-40.736441
15824,CANDIDATE,8.1168658,5.237,7595.0,10.8668,1299.0,473.148,6381.0,4.29,1.33,140.199949,-18.66747
15825,CANDIDATE,3.6860654,3.531,6642.0,12.7501,1527.0,902.856,6206.0,4.02,1.76,146.15031,-30.104754
15826,CANDIDATE,1462.2115148,3.105,34206.0,4.5351,37.0,0.0003419,3275.0,5.01,0.23,149.991806,-16.159794
15827,CANDIDATE,2.9193825,1.507,11876.0,12.0124,1065.0,213.872,6037.0,4.43,1.06,130.732165,-37.634354
15828,FALSE POSITIVE,2.97638,3.212,795.842,11.0372,2007.0,2695.88,6492.5,3.57,3.56,103.00276,-18.95443
15829,CANDIDATE,750.2395535,3.922,6713.0,9.68778,135.0,0.0560777,7459.0,4.36,1.43,122.694102,-43.853401
15830,CANDIDATE,6.2796518,2.26,4992.0,6.38573,810.0,71.742,5159.0,4.47,0.9,155.555983,-14.052149
15831,CANDIDATE,1483.5175058,5.424,11723.0,17.4711,105.0,0.020302,5782.0,4.06,1.58,141.929638,-24.965029
15832,CANDIDATE,5.2076995,0.887,4315.0,6.02778,570.0,17.5447,4961.0,4.57,0.78,110.301146,-49.134858
15833,CANDIDATE,18.2457829,3.64,3157.0,3.87217,579.0,18.6783,5057.0,4.58,0.78,109.322945,-54.117193
15834,CANDIDATE,17.0180939,4.558,13730.0,14.5502,737.0,49.0598,5782.0,4.26,1.26,150.95699,-19.2825
15835,FALSE POSITIVE,10.6332248,3.436,36558.0,15.9854,632.0,26.5909,4678.0,4.5,0.81,141.722816,-7.579251
15836,CANDIDATE,14.13519,2.273,3863.0,9.82212,791.0,65.1514,6466.0,4.18,1.54,135.766676,-29.28071
15837,CANDIDATE,8.0850515,2.817,1521.0,3.89202,864.0,92.8495,5560.0,4.41,1.02,105.597221,-50.87235
15838,CANDIDATE,2.917882,1.483,1937.0,3.08813,837.0,81.6812,4593.4,4.65,0.67,157.820359,-18.808544
15839,CANDIDATE,0.9370901,1.312,1560.0,9.49947,2079.0,3103.07,6779.0,3.83,2.43,102.22267,-13.527269
15840,CANDIDATE,7.842208,4.914,7095.0,12.3266,1335.0,527.439,6428.0,4.18,1.53,134.581948,-22.700934
15841,CANDIDATE,7.5520411,4.338,3881.0,8.43121,1165.0,306.311,5936.0,4.07,1.58,143.525469,-34.03832
15842,CANDIDATE,731.8319734,2.747,46413.0,12.4424,55.0,0.0015866,3556.0,4.7,0.54,145.012087,-10.977168
15843,CANDIDATE,3.0667073,1.486,3497.0,3.39378,687.0,37.0044,3808.0,4.68,0.57,112.981285,-49.134121
15845,CANDIDATE,3.7781679,4.416,5635.0,11.6911,1678.0,1317.34,6118.0,4.0,1.77,150.719276,-46.374718
15847,CANDIDATE,2.1439841,1.793,13382.0,16.8452,1554.0,968.251,6788.0,4.29,1.44,164.141735,-57.704427
15848,CANDIDATE,22.5095172,4.509,26199.0,12.0156,542.0,14.3836,4952.0,4.5,0.84,147.885334,-67.113047
15849,CANDIDATE,9.0441543,1.196,25006.0,10.2153,319.0,1.72908,3642.0,4.68,0.57,149.637654,-37.707584
15851,CANDIDATE,4.4156851,1.091,3166.0,7.75741,964.0,143.363,5599.0,4.35,1.1,152.56752,-40.64736
15852,CANDIDATE,4.4581792,3.561,5095.0,9.08219,1378.0,599.933,5973.0,4.17,1.43,149.365272,-42.861181
15853,CANDIDATE,5.0711656,6.032,5325.0,15.3998,2019.0,2760.2,7304.0,3.88,2.43,139.172161,-44.584808
15854,CANDIDATE,3.9535041,3.684,6493.0,13.6119,1497.0,835.02,6166.0,3.91,1.98,151.611142,-47.02428
15855,CANDIDATE,6.8328077,5.311,4454.0,9.18199,1253.0,410.019,5657.0,4.11,1.45,102.292945,-76.245719
15856,CANDIDATE,15.8951857,3.711,40821.0,11.9336,443.0,6.40691,3792.0,4.67,0.57,153.470526,-63.490143
15857,CANDIDATE,13.0795854,4.918,12002.0,9.66071,843.0,83.886,5555.0,4.5,0.92,144.065386,-49.245674
15858,CANDIDATE,5.267165,1.743,5142.0,6.02919,734.0,48.3829,4930.0,4.54,0.8,160.602735,-30.249932
15859,CONFIRMED,18.9926881,1.506,223710.0,10.231,179.0,0.172006,3003.0,5.05,0.21,180.764269,-33.6655
15860,CANDIDATE,5.6022404,6.027,4365.0,16.2862,1617.0,1136.7,6237.0,3.73,2.49,139.106048,-63.641065
15862,CANDIDATE,37.98781,4.309,7798.0,10.1109,505.0,10.8495,5983.0,4.26,1.29,143.692557,-63.735512
15863,CANDIDATE,21.5962209,4.511,9216.0,9.42089,689.0,37.4782,6012.0,4.41,1.09,155.164204,-69.488366
15864,CANDIDATE,2.5011016,1.366,4644.0,15.7428,1220.0,368.009,6421.0,3.84,2.25,151.587915,-39.092019
15865,CANDIDATE,2.4214702,1.395,20899.0,9.94252,670.0,33.5202,3642.0,4.62,0.64,64.961341,-69.854207
15866,CANDIDATE,4.0236761,5.03,6216.0,16.953,2733.0,9268.26,9833.0,4.18,2.14,143.52393,-54.905421
15867,CANDIDATE,3.8149372,4.366,6444.0,13.2182,1552.0,963.383,5709.0,3.89,1.89,153.714224,-43.515162
15868,CANDIDATE,18.8392786,4.036,6440.0,10.5098,727.0,46.6035,5972.0,4.18,1.42,155.886327,-52.953355
15869,CANDIDATE,2.6185048,1.096,3523.0,6.08823,1091.0,235.909,6478.0,4.53,1.04,143.595647,-41.525772
15872,CONFIRMED,3.9846589,2.146,445.0,2.12827,1405.0,647.901,5903.0,4.44653,1.03,149.123515,-24.099186
15874,CANDIDATE,3.581253,1.874,41493.0,12.2522,661.0,31.7588,3873.0,4.66,0.58,81.237585,-57.035477
15875,CANDIDATE,4.7383479,1.935,1843.0,4.7507,1285.0,453.403,5109.0,4.48,0.89,156.403066,-32.592827
15876,CANDIDATE,7.809463,4.133,11239.0,14.0451,1065.0,214.334,5816.0,4.32,1.33,103.402787,-64.437403
15877,CANDIDATE,0.8515408,0.648,51018.0,16.072,689.0,37.4851,3254.0,4.7,0.54,135.557036,-62.647058
15878,CANDIDATE,731.3548427,3.429,19143.0,15.334,102.0,0.0186537,5794.0,4.36,1.12,162.271012,-45.085546
15879,CANDIDATE,14.7478214,2.355,6095.0,7.68311,559.0,16.3125,5167.0,4.41,0.96,174.125644,-31.535144
15880,CANDIDATE,5.389491,2.0,49190.0,14.3807,505.0,10.8749,3493.0,4.6,0.67,141.611472,-59.673478
15881,CANDIDATE,1484.1934287,3.05,13469.0,8.94439,61.0,0.002443,5602.0,4.63,0.8,164.296604,-27.523698
15882,CANDIDATE,7.4476397,2.266,1021.0,2.1911,664.0,32.4591,4526.0,4.56,0.73,160.949007,-33.155027
15883,FALSE POSITIVE,0.68831,1.365,3983.64,21.715,3364.0,21261.5,6054.0,3.47323,3.13,144.77363,-45.426185
15884,CANDIDATE,5.332805,2.142,1795.0,2.92256,764.0,56.7571,4189.0,4.57,0.7,164.676291,-35.341072
15886,CANDIDATE,5.4736892,2.699,14590.0,18.8155,1069.0,217.531,6229.4,4.17,1.5,151.681083,-39.710775
15887,CANDIDATE,2.8656356,3.523,5530.0,11.1837,2478.0,6267.38,8849.0,4.4,1.56,156.617346,-56.545537
15889,CANDIDATE,20.8359197,3.321,2451.0,7.56184,704.0,40.967,6838.0,4.14,1.71,132.023404,-58.758544
15890,CANDIDATE,4.2380294,3.699,4699.0,6.48085,1430.0,695.384,6030.0,4.5,0.99,144.357907,-48.275231
15892,CANDIDATE,5.7180689,5.215,2864.0,9.5585,1508.0,860.489,6219.0,3.99,1.83,166.557921,-54.573252
15893,CANDIDATE,2.3645949,2.442,5263.0,14.3865,2067.0,3031.27,7743.0,4.09,2.02,152.680945,-48.27263
15894,CONFIRMED,1.5275639,1.3727055,2892.4227936,2.6103318,707.9554489,59.3669472,3433.0,4.89676,0.427953,164.724551,-5.547545
15895,CANDIDATE,4.5127799,3.11,7453.0,10.6956,1174.0,316.305,5643.0,4.25,1.25,179.97778,-30.221599
15896,CANDIDATE,5.8991458,4.815,275.0,1.10037,1282.0,449.719,5419.4,4.65,0.76,157.243507,-58.794138
15897,FALSE POSITIVE,2.4018591,3.471,655.0,10.1612,3531.0,25813.2,6071.0,3.95,1.86,198.58223,-59.692251
15898,CANDIDATE,15.5523703,5.554,723.0,3.54892,1509.0,861.828,5759.0,4.31,1.18,183.61147,-58.058789
15900,CANDIDATE,5.6177467,2.307,670.0,5.60938,1089.0,233.759,6315.0,3.74,2.48,187.651542,-43.953561
15901,CONFIRMED,3.3779614,4.2709189,7198.7471125,14.3326751,1617.9261106,1619.4059744,6113.0,4.05769,1.6616499,191.702821,-24.42739
15902,CONFIRMED,1.4328255,2.0718518,51089.4348604,18.2238418,1222.8226457,528.4147032,4588.0,4.47637,0.817544,163.101036,-61.446859
15903,CANDIDATE,8.5473,3.5451032,2857.1912379,10.3970349,1331.5426262,742.9187125,6619.0,4.02,1.89911,132.767883,-69.344177
15904,CANDIDATE,6.1079575,5.1261164,14668.3220679,19.1369245,1222.2403125,527.4088544,5681.0,4.0558,1.56062,84.858988,-52.933311
15905,CONFIRMED,0.7888389,1.6416539,22614.8958863,16.4131054,1913.8964113,3170.9888441,5568.0,4.39267,1.0280499,148.416767,-45.659108
15906,CANDIDATE,6.9153868,6.156,5765.0,15.9616,1965.0,2475.48,6649.3,4.37,2.05,121.454664,-41.135631
15907,CONFIRMED,6.9593972,4.8553269,4826.8656037,9.3800527,1096.0649295,341.0877558,5854.0,4.438,1.33729,207.526001,-40.835896
15908,CANDIDATE,3.2706204,4.0101943,7558.7070106,13.5836554,1550.7890331,1366.8847119,5933.0,4.31,1.53146,74.756626,-56.715996
15909,CANDIDATE,3.6342494,3.683,380.0,4.36152,1556.0,973.329,5829.0,3.73,2.31,209.162375,-61.182993
15910,CANDIDATE,2.6141047,2.639,695.0,3.60255,1475.0,787.265,5650.0,4.11,1.46,241.922414,-33.249367
15911,CANDIDATE,10.1298877,4.796,634.0,3.76774,1223.0,371.461,6802.0,4.05,1.9,223.62771,-68.384542
15912,CANDIDATE,12.9623248,3.564,2427.0,5.94559,804.0,69.6232,5996.0,4.2,1.39,213.667189,-41.559703
15913,CANDIDATE,12.5383316,3.084,846.0,3.44886,777.0,60.8025,6018.0,4.3,1.23,228.503044,-45.012267
15914,CANDIDATE,9.5327064,2.55,1177.0,2.39108,605.0,22.3356,4504.0,4.58,0.72,216.133991,-52.831718
15915,CANDIDATE,733.3796728,4.101,2996.0,6.17234,628.0,25.9335,5878.0,4.29,1.22,202.157881,-62.169938
15916,CONFIRMED,0.8134733,1.262964,25866.83474,13.1118363,1302.836235,680.8952697,4400.0,4.64555,0.757649,154.908187,-9.806443
15917,CANDIDATE,17.2051468,1.464,1975.0,8.17561,575.0,18.2667,6470.6,4.13,1.63,220.409244,-26.790781
15919,CANDIDATE,4.0947485,5.1910541,5981.4894009,17.3607607,1776.737668,2355.1265087,5983.0,4.27,2.1987801,220.299751,-32.363352
15920,CANDIDATE,2.4053036,3.3515613,11063.0791519,19.9376761,1763.1481335,2283.8953939,5476.0,3.88771,1.84636,212.200442,-55.712303
15921,CANDIDATE,3.9854465,4.5181131,8800.6144816,16.4220671,1518.7645545,1257.4270919,5904.0,4.0,1.71105,205.817879,-56.156449
15922,CANDIDATE,0.8778729,1.008516,1704.0444879,6.173706,2403.1290748,7881.8722822,6210.0,4.18301,1.46319,218.729436,-34.057153
15923,CANDIDATE,7.5837846,2.0598226,3059.0689425,10.7098887,1363.7968578,817.5602045,6457.0,4.0,1.89487,225.706366,-40.167615
15924,CANDIDATE,4.9486116,1.3297363,6987.092161,10.6945832,981.3368862,219.1762514,5524.0,4.5045,0.912363,219.042483,-34.496057
15925,CANDIDATE,17.4368079,4.3786259,15418.7232538,18.6840757,901.0603895,155.7889305,6332.0,4.19731,1.47515,194.684003,-58.476742
15926,CANDIDATE,5.9337178,1.089,36149.0,19.9345,385.0,3.66917,3322.0,4.71,0.53,184.800928,-46.780305
15927,CONFIRMED,4.5696698,3.9536171,9861.079392,13.0582928,1270.6807784,616.12218,6122.0,4.283,1.28306,147.4067,-33.218503
15928,CANDIDATE,10.9799801,3.39,4626.0,8.3173,812.0,72.3255,5754.2,4.2,1.34,190.438688,-45.743629
15929,CANDIDATE,11.5379235,3.661,1405.0,3.827,859.0,90.3933,5835.0,4.45,1.01,206.394609,-42.826302
15930,CANDIDATE,3.6462287,3.662,6153.0,14.2198,1443.0,721.653,5707.0,3.92,1.84,200.007062,-34.634937
15931,CANDIDATE,8.1618477,2.17,4647.0,11.849,976.0,150.654,7238.0,4.25,1.59,191.300944,-55.318965
15932,CANDIDATE,13.0953097,1.925,3028.0,8.3339,599.0,21.487,6103.0,4.13,1.54,156.512015,-56.329798
15933,CANDIDATE,3.3047459,3.735,1724.0,4.70927,1851.0,1949.35,6636.0,4.35,1.3,187.583215,-59.413143
15934,CANDIDATE,19.3111424,3.92,18500.0,9.91342,653.0,30.3232,5850.0,4.54,0.92,164.927622,-58.659028
15935,CANDIDATE,729.9391752,1.515,10806.0,15.2287,456.0,7.21802,5136.9,4.61,0.77,189.630031,-41.47389
15936,CANDIDATE,2.7543175,1.471,1368.0,2.11364,686.0,36.9545,3573.0,4.7,0.54,188.132336,-37.073844
15937,CANDIDATE,3.4732477,2.541,6428.0,13.0505,1540.0,935.315,7081.0,4.21,1.63,167.212209,-54.315121
15938,FALSE POSITIVE,4.7192734,1.301,1557.0,7.15211,985.0,156.343,6521.0,4.22041,1.6,150.152654,-34.681865
15939,CANDIDATE,10.9600975,6.171,4111.0,9.91407,1067.0,215.895,5586.7,3.82,2.04,185.624262,-32.33691
15940,CANDIDATE,4.9156665,2.561,2218.0,5.59825,1044.0,197.609,5656.0,4.28,1.2,176.397049,-50.56653
15941,CANDIDATE,19.6500878,2.277,2605.0,14.4539,788.0,64.2887,8968.0,3.88,2.85,201.899291,-46.386792
15942,CANDIDATE,7.447404,1.479,6142.0,13.1669,894.0,106.276,7936.0,4.26,1.7,154.698501,-62.793024
15943,CANDIDATE,3.6850751,1.859,4456.0,10.2036,1066.0,214.472,5860.0,4.07,1.57,149.911356,-62.975497
15944,FALSE POSITIVE,13.4364908,5.375,4735.0,9.8672,1428.0,690.534,6229.0,4.28,1.31,170.889648,-45.647015
15945,CANDIDATE,5.0953453,5.025,5956.0,12.0431,1571.0,1011.51,6269.0,3.79,2.34,147.396642,-63.494029
15946,CANDIDATE,17.0116833,3.129,9188.0,8.55494,616.0,23.9943,5668.0,4.53,0.91,191.679388,-35.418044
15947,CANDIDATE,1.7988855,1.415,38230.0,13.2509,734.0,48.1876,3458.0,4.63,0.62,202.23874,-56.782537
15948,CANDIDATE,3.0589547,3.696,12864.0,17.6594,1855.0,1967.9,6821.0,4.11,1.78,171.473891,-53.310061
15949,CANDIDATE,4.7192771,1.594,2856.0,9.68968,1327.0,515.984,5990.0,4.00966,1.42,150.153861,-34.681446
15950,CANDIDATE,7.0911739,5.635,8187.0,14.5208,1741.0,1526.19,5924.0,4.2,1.37,186.345676,-44.04327
15952,CANDIDATE,9.5098954,1.448,6596.0,16.5009,743.0,50.8044,5478.0,4.31,1.14,190.637818,-34.090596
15953,CANDIDATE,8.4325164,1.731,8796.0,9.45527,630.0,26.3135,5300.0,4.41,0.98,203.604407,-49.291192
15954,CANDIDATE,2.67581,2.288,9116.0,15.7041,1437.0,709.373,6171.0,4.07,1.66,205.607979,-29.800642
15955,CANDIDATE,7.5138657,2.121,1104.0,3.23033,711.0,42.4479,5139.0,4.48,0.89,143.94571,-60.083478
